sample_idx,fraction,mode,true_label,base_pred,masked_pred,score_before,score_after,score_drop,flipped,dataset,model
32,0.05,top,0,0,0,4.369819546295299,3.0812838690695443,1.288535677225755,0.0,GunPointAgeSpan,MrSQM
32,0.1,bottom,0,0,0,4.369819546295299,3.211790532492931,1.1580290138023686,0.0,GunPointAgeSpan,MrSQM
32,0.1,random,0,0,0,4.369819546295299,,0.9444543367261012,0.0,GunPointAgeSpan,MrSQM
32,0.1,top,0,0,0,4.369819546295299,2.488518660863876,1.881300885431424,0.0,GunPointAgeSpan,MrSQM
32,0.2,bottom,0,0,0,4.369819546295299,2.045795256886647,2.324024289408652,0.0,GunPointAgeSpan,MrSQM
32,0.2,random,0,0,0,4.369819546295299,,1.5715109376731136,0.0,GunPointAgeSpan,MrSQM
32,0.2,top,0,0,0,4.369819546295299,2.6539940086683167,1.7158255376269826,0.0,GunPointAgeSpan,MrSQM
33,0.05,bottom,0,0,0,4.536560111225541,4.17876017271768,0.3577999385078616,0.0,GunPointAgeSpan,MrSQM
33,0.05,random,0,0,0,4.536560111225541,,0.7645630733685905,0.0,GunPointAgeSpan,MrSQM
33,0.05,top,0,0,0,4.536560111225541,4.396027311366887,0.1405327998586543,0.0,GunPointAgeSpan,MrSQM
33,0.1,bottom,0,0,0,4.536560111225541,3.852614563327515,0.6839455478980265,0.0,GunPointAgeSpan,MrSQM
33,0.1,random,0,0,0,4.536560111225541,,0.8360964143208042,0.0,GunPointAgeSpan,MrSQM
33,0.1,top,0,0,0,4.536560111225541,3.1112195459286847,1.4253405652968567,0.0,GunPointAgeSpan,MrSQM
33,0.2,bottom,0,0,0,4.536560111225541,2.9150031724747696,1.6215569387507718,0.0,GunPointAgeSpan,MrSQM
33,0.2,random,0,0,0,4.536560111225541,,1.542733288909502,0.0,GunPointAgeSpan,MrSQM
33,0.2,top,0,0,0,4.536560111225541,3.056249379864858,1.4803107313606834,0.0,GunPointAgeSpan,MrSQM
34,0.05,bottom,0,0,0,2.9252394387059497,1.8171904346047936,1.108049004101156,0.0,GunPointAgeSpan,MrSQM
34,0.05,random,0,0,0,2.9252394387059497,,0.1691686924384365,0.0,GunPointAgeSpan,MrSQM
34,0.05,top,0,0,0,2.9252394387059497,2.0639550987047497,0.8612843400012,0.0,GunPointAgeSpan,MrSQM
34,0.1,bottom,0,0,0,2.9252394387059497,3.347423626129536,-0.4221841874235856,0.0,GunPointAgeSpan,MrSQM
34,0.1,random,0,0,0,2.9252394387059497,,0.6936817516609931,0.0,GunPointAgeSpan,MrSQM
34,0.1,top,0,0,0,2.9252394387059497,2.251405535833692,0.6738339028722584,0.0,GunPointAgeSpan,MrSQM
34,0.2,bottom,0,0,0,2.9252394387059497,2.0392807712226912,0.8859586674832585,0.0,GunPointAgeSpan,MrSQM
34,0.2,random,0,0,0,2.9252394387059497,,0.7173546110425192,0.0,GunPointAgeSpan,MrSQM
34,0.2,top,0,0,0,2.9252394387059497,1.8961989318022208,1.0290405069037285,0.0,GunPointAgeSpan,MrSQM
35,0.05,bottom,0,0,0,3.2802899160664043,2.578622553211382,0.7016673628550225,0.0,GunPointAgeSpan,MrSQM
35,0.05,random,0,0,0,3.2802899160664043,,1.0174192468144665,0.0,GunPointAgeSpan,MrSQM
35,0.05,top,0,0,0,3.2802899160664043,1.3891721731676,1.8911177428988044,0.0,GunPointAgeSpan,MrSQM
35,0.1,bottom,0,0,0,3.2802899160664043,2.962798162982008,0.3174917530843961,0.0,GunPointAgeSpan,MrSQM
35,0.1,random,0,0,0,3.2802899160664043,,0.277929072012514,0.0,GunPointAgeSpan,MrSQM
35,0.1,top,0,0,0,3.2802899160664043,1.2377757156152391,2.042514200451165,0.0,GunPointAgeSpan,MrSQM
35,0.2,bottom,0,0,0,3.2802899160664043,4.02996747542552,-0.7496775593591152,0.0,GunPointAgeSpan,MrSQM
35,0.2,random,0,0,0,3.2802899160664043,,1.8750281686459616,0.0,GunPointAgeSpan,MrSQM
35,0.2,top,0,0,0,3.2802899160664043,1.537453290642195,1.7428366254242094,0.0,GunPointAgeSpan,MrSQM
36,0.05,bottom,0,0,0,5.756697899764354,5.094259184786988,0.6624387149773661,0.0,GunPointAgeSpan,MrSQM
36,0.05,random,0,0,0,5.756697899764354,,1.2432717222499472,0.0,GunPointAgeSpan,MrSQM
36,0.05,top,0,0,0,5.756697899764354,4.385538232009013,1.3711596677553404,0.0,GunPointAgeSpan,MrSQM
36,0.1,bottom,0,0,0,5.756697899764354,4.932065032560484,0.8246328672038699,0.0,GunPointAgeSpan,MrSQM
36,0.1,random,0,0,0,5.756697899764354,,1.2314220843992103,0.0,GunPointAgeSpan,MrSQM
36,0.1,top,0,0,0,5.756697899764354,4.6982791713590695,1.0584187284052842,0.0,GunPointAgeSpan,MrSQM
36,0.2,bottom,0,0,0,5.756697899764354,3.3677727192916485,2.388925180472705,0.0,GunPointAgeSpan,MrSQM
36,0.2,random,0,0,0,5.756697899764354,,2.1986395268171424,0.0,GunPointAgeSpan,MrSQM
36,0.2,top,0,0,0,5.756697899764354,3.6921974827577295,2.0645004170066232,0.0,GunPointAgeSpan,MrSQM
37,0.05,bottom,0,0,0,3.768114859479383,3.509875971645379,0.258238887834004,0.0,GunPointAgeSpan,MrSQM
37,0.05,random,0,0,0,3.768114859479383,,1.3195054350595872,0.0,GunPointAgeSpan,MrSQM
37,0.05,top,0,0,0,3.768114859479383,2.1751146925777305,1.5930001669016525,0.0,GunPointAgeSpan,MrSQM
37,0.1,bottom,0,0,0,3.768114859479383,3.8098374524727694,-0.0417225929933873,0.0,GunPointAgeSpan,MrSQM
37,0.1,random,0,0,0,3.768114859479383,,1.1652085010208506,0.0,GunPointAgeSpan,MrSQM
37,0.1,top,0,0,0,3.768114859479383,2.185153901951939,1.582960957527444,0.0,GunPointAgeSpan,MrSQM
37,0.2,bottom,0,0,0,3.768114859479383,4.717438574293691,-0.9493237148143084,0.0,GunPointAgeSpan,MrSQM
37,0.2,random,0,0,0,3.768114859479383,,1.2177160043403747,0.0,GunPointAgeSpan,MrSQM
37,0.2,top,0,0,0,3.768114859479383,1.9382997029802111,1.829815156499172,0.0,GunPointAgeSpan,MrSQM
38,0.05,bottom,0,0,0,4.120193199160739,3.863423846250735,0.2567693529100041,0.0,GunPointAgeSpan,MrSQM
38,0.05,random,0,0,0,4.120193199160739,,1.0542900423418458,0.0,GunPointAgeSpan,MrSQM
38,0.05,top,0,0,0,4.120193199160739,2.8493690722533347,1.2708241269074043,0.0,GunPointAgeSpan,MrSQM
38,0.1,bottom,0,0,0,4.120193199160739,3.560128328688325,0.5600648704724138,0.0,GunPointAgeSpan,MrSQM
38,0.1,random,0,0,0,4.120193199160739,,0.6783756072983382,0.0,GunPointAgeSpan,MrSQM
38,0.1,top,0,0,0,4.120193199160739,2.812520412292028,1.3076727868687112,0.0,GunPointAgeSpan,MrSQM
38,0.2,bottom,0,0,0,4.120193199160739,3.361121382280127,0.7590718168806121,0.0,GunPointAgeSpan,MrSQM
38,0.2,random,0,0,0,4.120193199160739,,1.3386453182713496,0.0,GunPointAgeSpan,MrSQM
38,0.2,top,0,0,0,4.120193199160739,2.521170051859936,1.5990231473008034,0.0,GunPointAgeSpan,MrSQM
39,0.05,bottom,0,0,0,3.0602578907341336,2.5527816643667776,0.507476226367356,0.0,GunPointAgeSpan,MrSQM
39,0.05,random,0,0,0,3.0602578907341336,,0.4682099069273921,0.0,GunPointAgeSpan,MrSQM
39,0.05,top,0,0,0,3.0602578907341336,2.2040866054122032,0.8561712853219303,0.0,GunPointAgeSpan,MrSQM
39,0.1,bottom,0,0,0,3.0602578907341336,2.0734438597064604,0.9868140310276732,0.0,GunPointAgeSpan,MrSQM
39,0.1,random,0,0,0,3.0602578907341336,,1.1035047784557566,0.0,GunPointAgeSpan,MrSQM
39,0.1,top,0,0,0,3.0602578907341336,2.097225231458629,0.9630326592755044,0.0,GunPointAgeSpan,MrSQM
39,0.2,bottom,0,0,0,3.0602578907341336,1.7676350015833315,1.292622889150802,0.0,GunPointAgeSpan,MrSQM
39,0.2,random,0,0,0,3.0602578907341336,,1.3325242744848973,0.0,GunPointAgeSpan,MrSQM
39,0.2,top,0,0,0,3.0602578907341336,1.836992556267821,1.2232653344663125,0.0,GunPointAgeSpan,MrSQM
40,0.05,bottom,0,0,0,3.547190468602144,3.5305778847483738,0.01661258385377,0.0,GunPointAgeSpan,MrSQM
40,0.05,random,0,0,0,3.547190468602144,,0.2298743923153082,0.0,GunPointAgeSpan,MrSQM
40,0.05,top,0,0,0,3.547190468602144,2.727552929569275,0.8196375390328687,0.0,GunPointAgeSpan,MrSQM
40,0.1,bottom,0,0,0,3.547190468602144,3.595022240660831,-0.0478317720586871,0.0,GunPointAgeSpan,MrSQM
40,0.1,random,0,0,0,3.547190468602144,,0.1960977908479955,0.0,GunPointAgeSpan,MrSQM
40,0.1,top,0,0,0,3.547190468602144,2.7423595387760127,0.8048309298261311,0.0,GunPointAgeSpan,MrSQM
40,0.2,bottom,0,0,0,3.547190468602144,3.5205079673061763,0.0266825012959674,0.0,GunPointAgeSpan,MrSQM
40,0.2,random,0,0,0,3.547190468602144,,1.1647680277154442,0.0,GunPointAgeSpan,MrSQM
40,0.2,top,0,0,0,3.547190468602144,2.7092626405858864,0.8379278280162574,0.0,GunPointAgeSpan,MrSQM
41,0.05,bottom,0,0,0,3.841229507751721,2.932482974940196,0.9087465328115244,0.0,GunPointAgeSpan,MrSQM
41,0.05,random,0,0,0,3.841229507751721,,1.5288198125069552,0.0,GunPointAgeSpan,MrSQM
41,0.05,top,0,0,0,3.841229507751721,2.336033073996228,1.5051964337554926,0.0,GunPointAgeSpan,MrSQM
41,0.1,bottom,0,0,0,3.841229507751721,4.450284904357913,-0.6090553966061925,0.0,GunPointAgeSpan,MrSQM
41,0.1,random,0,0,0,3.841229507751721,,1.2065057389867837,0.0,GunPointAgeSpan,MrSQM
41,0.1,top,0,0,0,3.841229507751721,2.2013326796348864,1.639896828116834,0.0,GunPointAgeSpan,MrSQM
41,0.2,bottom,0,0,0,3.841229507751721,2.902983148574289,0.9382463591774312,0.0,GunPointAgeSpan,MrSQM
41,0.2,random,0,0,0,3.841229507751721,,0.905222729079164,0.0,GunPointAgeSpan,MrSQM
41,0.2,top,0,0,0,3.841229507751721,2.109942737415784,1.7312867703359371,0.0,GunPointAgeSpan,MrSQM
42,0.05,bottom,0,0,0,4.661186850591914,4.293454725462667,0.3677321251292467,0.0,GunPointAgeSpan,MrSQM
42,0.05,random,0,0,0,4.661186850591914,,1.038553208873685,0.0,GunPointAgeSpan,MrSQM
42,0.05,top,0,0,0,4.661186850591914,4.133131110153581,0.528055740438333,0.0,GunPointAgeSpan,MrSQM
42,0.1,bottom,0,0,0,4.661186850591914,3.576760513360235,1.0844263372316791,0.0,GunPointAgeSpan,MrSQM
42,0.1,random,0,0,0,4.661186850591914,,1.8262957116771863,0.0,GunPointAgeSpan,MrSQM
42,0.1,top,0,0,0,4.661186850591914,3.814138957709987,0.847047892881927,0.0,GunPointAgeSpan,MrSQM
42,0.2,bottom,0,0,0,4.661186850591914,3.606960001854147,1.0542268487377666,0.0,GunPointAgeSpan,MrSQM
42,0.2,random,0,0,0,4.661186850591914,,1.893802886824271,0.0,GunPointAgeSpan,MrSQM
42,0.2,top,0,0,0,4.661186850591914,2.489539395170453,2.171647455421461,0.0,GunPointAgeSpan,MrSQM
43,0.05,bottom,0,0,0,3.4173543317894075,3.887447804503997,-0.4700934727145895,0.0,GunPointAgeSpan,MrSQM
43,0.05,random,0,0,0,3.4173543317894075,,0.8154801611836265,0.0,GunPointAgeSpan,MrSQM
43,0.05,top,0,0,0,3.4173543317894075,2.9073696640150857,0.5099846677743218,0.0,GunPointAgeSpan,MrSQM
43,0.1,bottom,0,0,0,3.4173543317894075,4.4636884820491085,-1.046334150259701,0.0,GunPointAgeSpan,MrSQM
43,0.1,random,0,0,0,3.4173543317894075,,0.7596344302624067,0.0,GunPointAgeSpan,MrSQM
43,0.1,top,0,0,0,3.4173543317894075,3.7550745941626738,-0.3377202623732662,0.0,GunPointAgeSpan,MrSQM
43,0.2,bottom,0,0,0,3.4173543317894075,2.5142834110047607,0.9030709207846468,0.0,GunPointAgeSpan,MrSQM
43,0.2,random,0,0,0,3.4173543317894075,,1.4811272288599833,0.0,GunPointAgeSpan,MrSQM
43,0.2,top,0,0,0,3.4173543317894075,2.809827862523565,0.6075264692658426,0.0,GunPointAgeSpan,MrSQM
44,0.05,bottom,0,0,0,4.385494200522321,4.502337623865291,-0.1168434233429698,0.0,GunPointAgeSpan,MrSQM
44,0.05,random,0,0,0,4.385494200522321,,0.0137160756427287,0.0,GunPointAgeSpan,MrSQM
44,0.05,top,0,0,0,4.385494200522321,4.344655919683722,0.0408382808385985,0.0,GunPointAgeSpan,MrSQM
44,0.1,bottom,0,0,0,4.385494200522321,3.9062432257272937,0.4792509747950273,0.0,GunPointAgeSpan,MrSQM
44,0.1,random,0,0,0,4.385494200522321,,1.480449208734718,0.0,GunPointAgeSpan,MrSQM
44,0.1,top,0,0,0,4.385494200522321,3.956297602301727,0.4291965982205941,0.0,GunPointAgeSpan,MrSQM
44,0.2,bottom,0,0,0,4.385494200522321,3.897578849392668,0.487915351129653,0.0,GunPointAgeSpan,MrSQM
44,0.2,random,0,0,0,4.385494200522321,,2.088351467328968,0.0,GunPointAgeSpan,MrSQM
44,0.2,top,0,0,0,4.385494200522321,3.5836626838189174,0.8018315167034036,0.0,GunPointAgeSpan,MrSQM
45,0.05,bottom,0,0,0,4.975190371109741,4.488440926329447,0.486749444780294,0.0,GunPointAgeSpan,MrSQM
45,0.05,random,0,0,0,4.975190371109741,,0.6350764931467171,0.0,GunPointAgeSpan,MrSQM
45,0.05,top,0,0,0,4.975190371109741,4.106025657510374,0.8691647135993668,0.0,GunPointAgeSpan,MrSQM
45,0.1,bottom,0,0,0,4.975190371109741,4.076914700361406,0.898275670748335,0.0,GunPointAgeSpan,MrSQM
45,0.1,random,0,0,0,4.975190371109741,,0.6887448574284424,0.0,GunPointAgeSpan,MrSQM
45,0.1,top,0,0,0,4.975190371109741,4.097932109615674,0.8772582614940667,0.0,GunPointAgeSpan,MrSQM
45,0.2,bottom,0,0,0,4.975190371109741,3.3670963197908303,1.6080940513189104,0.0,GunPointAgeSpan,MrSQM
45,0.2,random,0,0,0,4.975190371109741,,2.0961238611122064,0.0,GunPointAgeSpan,MrSQM
45,0.2,top,0,0,0,4.975190371109741,3.087238942867586,1.8879514282421548,0.0,GunPointAgeSpan,MrSQM
46,0.05,bottom,0,0,0,3.1789223358788887,3.3424991913916973,-0.1635768555128085,0.0,GunPointAgeSpan,MrSQM
46,0.05,random,0,0,0,3.1789223358788887,,0.5541370817536236,0.0,GunPointAgeSpan,MrSQM
46,0.05,top,0,0,0,3.1789223358788887,1.867482079519882,1.3114402563590066,0.0,GunPointAgeSpan,MrSQM
46,0.1,bottom,0,0,0,3.1789223358788887,3.465316049208331,-0.2863937133294421,0.0,GunPointAgeSpan,MrSQM
46,0.1,random,0,0,0,3.1789223358788887,,0.6938452090580398,0.0,GunPointAgeSpan,MrSQM
46,0.1,top,0,0,0,3.1789223358788887,2.083539438132638,1.0953828977462503,0.0,GunPointAgeSpan,MrSQM
46,0.2,bottom,0,0,0,3.1789223358788887,1.81268397071998,1.3662383651589094,0.0,GunPointAgeSpan,MrSQM
46,0.2,random,0,0,0,3.1789223358788887,,1.4819759951462763,0.0,GunPointAgeSpan,MrSQM
46,0.2,top,0,0,0,3.1789223358788887,1.602627447814091,1.5762948880647978,0.0,GunPointAgeSpan,MrSQM
47,0.05,bottom,0,0,0,4.43314804043361,3.9916211596651032,0.4415268807685071,0.0,GunPointAgeSpan,MrSQM
47,0.05,random,0,0,0,4.43314804043361,,0.6414429345454403,0.0,GunPointAgeSpan,MrSQM
47,0.05,top,0,0,0,4.43314804043361,4.289635948273671,0.1435120921599395,0.0,GunPointAgeSpan,MrSQM
47,0.1,bottom,0,0,0,4.43314804043361,4.564195356902265,-0.1310473164686545,0.0,GunPointAgeSpan,MrSQM
47,0.1,random,0,0,0,4.43314804043361,,0.5922807082016369,0.0,GunPointAgeSpan,MrSQM
47,0.1,top,0,0,0,4.43314804043361,4.233958827360433,0.1991892130731773,0.0,GunPointAgeSpan,MrSQM
47,0.2,bottom,0,0,0,4.43314804043361,2.7026115838015143,1.730536456632096,0.0,GunPointAgeSpan,MrSQM
47,0.2,random,0,0,0,4.43314804043361,,1.9875400052218348,0.0,GunPointAgeSpan,MrSQM
47,0.2,top,0,0,0,4.43314804043361,3.321006577410036,1.1121414630235744,0.0,GunPointAgeSpan,MrSQM
48,0.05,bottom,0,0,0,3.5328826736678467,3.39155949301507,0.1413231806527766,0.0,GunPointAgeSpan,MrSQM
48,0.05,random,0,0,0,3.5328826736678467,,1.0194973771291391,0.0,GunPointAgeSpan,MrSQM
48,0.05,top,0,0,0,3.5328826736678467,1.809712717373689,1.7231699562941576,0.0,GunPointAgeSpan,MrSQM
48,0.1,bottom,0,0,0,3.5328826736678467,3.1640415295949817,0.3688411440728649,0.0,GunPointAgeSpan,MrSQM
48,0.1,random,0,0,0,3.5328826736678467,,0.6094557872209655,0.0,GunPointAgeSpan,MrSQM
48,0.1,top,0,0,0,3.5328826736678467,1.6236818590674256,1.909200814600421,0.0,GunPointAgeSpan,MrSQM
48,0.2,bottom,0,0,0,3.5328826736678467,2.8365549130483614,0.6963277606194853,0.0,GunPointAgeSpan,MrSQM
48,0.2,random,0,0,0,3.5328826736678467,,-0.0199206195522066,0.0,GunPointAgeSpan,MrSQM
48,0.2,top,0,0,0,3.5328826736678467,1.6704475947135276,1.8624350789543191,0.0,GunPointAgeSpan,MrSQM
49,0.05,bottom,0,0,0,4.974900590682116,4.459004345253222,0.5158962454288938,0.0,GunPointAgeSpan,MrSQM
49,0.05,random,0,0,0,4.974900590682116,,0.8026349698845707,0.0,GunPointAgeSpan,MrSQM
49,0.05,top,0,0,0,4.974900590682116,4.055520651257571,0.9193799394245444,0.0,GunPointAgeSpan,MrSQM
49,0.1,bottom,0,0,0,4.974900590682116,4.5873903032213255,0.3875102874607901,0.0,GunPointAgeSpan,MrSQM
49,0.1,random,0,0,0,4.974900590682116,,0.8485376890164259,0.0,GunPointAgeSpan,MrSQM
49,0.1,top,0,0,0,4.974900590682116,4.221985102940438,0.7529154877416779,0.0,GunPointAgeSpan,MrSQM
49,0.2,bottom,0,0,0,4.974900590682116,3.63155523151957,1.3433453591625455,0.0,GunPointAgeSpan,MrSQM
49,0.2,random,0,0,0,4.974900590682116,,2.303381733183331,0.0,GunPointAgeSpan,MrSQM
49,0.2,top,0,0,0,4.974900590682116,3.744224225285485,1.2306763653966306,0.0,GunPointAgeSpan,MrSQM
50,0.05,bottom,0,0,0,3.160881730205215,2.8785903337824377,0.2822913964227771,0.0,GunPointAgeSpan,MrSQM
50,0.05,random,0,0,0,3.160881730205215,,0.3384233393837457,0.0,GunPointAgeSpan,MrSQM
50,0.05,top,0,0,0,3.160881730205215,2.5344018864928906,0.6264798437123242,0.0,GunPointAgeSpan,MrSQM
50,0.1,bottom,0,0,0,3.160881730205215,2.814681380504242,0.3462003497009727,0.0,GunPointAgeSpan,MrSQM
50,0.1,random,0,0,0,3.160881730205215,,0.7901183148213434,0.0,GunPointAgeSpan,MrSQM
50,0.1,top,0,0,0,3.160881730205215,2.2825668539496067,0.8783148762556081,0.0,GunPointAgeSpan,MrSQM
50,0.2,bottom,0,0,0,3.160881730205215,1.7019376315489985,1.4589440986562163,0.0,GunPointAgeSpan,MrSQM
50,0.2,random,0,0,0,3.160881730205215,,1.6836294212630805,0.0,GunPointAgeSpan,MrSQM
50,0.2,top,0,0,0,3.160881730205215,2.6192962037647094,0.5415855264405054,0.0,GunPointAgeSpan,MrSQM
0,0.05,bottom,0,0,0,3.580687126650374,4.461176858712312,-0.880489732061938,0.0,GunPointMaleVersusFemale,MrSQM
0,0.05,random,0,0,0,3.580687126650374,,-0.6045461364517092,0.0,GunPointMaleVersusFemale,MrSQM
0,0.05,top,0,0,0,3.580687126650374,3.6422511660942174,-0.0615640394438448,0.0,GunPointMaleVersusFemale,MrSQM
0,0.1,bottom,0,0,0,3.580687126650374,4.635296683617287,-1.0546095569669127,0.0,GunPointMaleVersusFemale,MrSQM
0,0.1,random,0,0,0,3.580687126650374,,0.0393454021265634,0.0,GunPointMaleVersusFemale,MrSQM
0,0.1,top,0,0,0,3.580687126650374,3.614271441339741,-0.0335843146893672,0.0,GunPointMaleVersusFemale,MrSQM
0,0.2,bottom,0,0,0,3.580687126650374,4.667510494456894,-1.0868233678065202,0.0,GunPointMaleVersusFemale,MrSQM
0,0.2,random,0,0,0,3.580687126650374,,0.8598372617473492,0.0,GunPointMaleVersusFemale,MrSQM
0,0.2,top,0,0,0,3.580687126650374,3.4587377033077367,0.1219494233426372,0.0,GunPointMaleVersusFemale,MrSQM
1,0.05,bottom,0,0,0,3.953991879056304,4.669203975066685,-0.7152120960103803,0.0,GunPointMaleVersusFemale,MrSQM
1,0.05,random,0,0,0,3.953991879056304,,-0.0274967415455861,0.0,GunPointMaleVersusFemale,MrSQM
1,0.05,top,0,0,0,3.953991879056304,2.373804802918345,1.5801870761379595,0.0,GunPointMaleVersusFemale,MrSQM
1,0.1,bottom,0,0,0,3.953991879056304,5.0600052977832695,-1.106013418726965,0.0,GunPointMaleVersusFemale,MrSQM
1,0.1,random,0,0,0,3.953991879056304,,-0.6226743682129955,0.0,GunPointMaleVersusFemale,MrSQM
1,0.1,top,0,0,0,3.953991879056304,1.932535816611181,2.0214560624451234,0.0,GunPointMaleVersusFemale,MrSQM
1,0.2,bottom,0,0,0,3.953991879056304,5.062789540479074,-1.10879766142277,0.0,GunPointMaleVersusFemale,MrSQM
1,0.2,random,0,0,0,3.953991879056304,,0.4527878424934222,0.0,GunPointMaleVersusFemale,MrSQM
1,0.2,top,0,0,0,3.953991879056304,2.3279563274627164,1.626035551593588,0.0,GunPointMaleVersusFemale,MrSQM
2,0.05,bottom,0,0,0,4.190100303490629,4.368571473214215,-0.1784711697235854,0.0,GunPointMaleVersusFemale,MrSQM
2,0.05,random,0,0,0,4.190100303490629,,0.8117586289063633,0.0,GunPointMaleVersusFemale,MrSQM
2,0.05,top,0,0,0,4.190100303490629,3.093696398729592,1.0964039047610372,0.0,GunPointMaleVersusFemale,MrSQM
2,0.1,bottom,0,0,0,4.190100303490629,4.481545508045743,-0.2914452045551137,0.0,GunPointMaleVersusFemale,MrSQM
2,0.1,random,0,0,0,4.190100303490629,,0.789573401216478,0.0,GunPointMaleVersusFemale,MrSQM
2,0.1,top,0,0,0,4.190100303490629,2.0006466294489407,2.189453674041689,0.0,GunPointMaleVersusFemale,MrSQM
2,0.2,bottom,0,0,0,4.190100303490629,4.408759424402206,-0.2186591209115764,0.0,GunPointMaleVersusFemale,MrSQM
2,0.2,random,0,0,0,4.190100303490629,,1.6605589643259295,0.0,GunPointMaleVersusFemale,MrSQM
2,0.2,top,0,0,0,4.190100303490629,2.2868263927607573,1.903273910729872,0.0,GunPointMaleVersusFemale,MrSQM
3,0.05,bottom,0,0,0,5.365978119670453,5.389443713195559,-0.0234655935251053,0.0,GunPointMaleVersusFemale,MrSQM
3,0.05,random,0,0,0,5.365978119670453,,0.5233888268162442,0.0,GunPointMaleVersusFemale,MrSQM
3,0.05,top,0,0,0,5.365978119670453,4.709509043814988,0.6564690758554654,0.0,GunPointMaleVersusFemale,MrSQM
3,0.1,bottom,0,0,0,5.365978119670453,5.096218112085779,0.269760007584674,0.0,GunPointMaleVersusFemale,MrSQM
3,0.1,random,0,0,0,5.365978119670453,,1.0695913344041834,0.0,GunPointMaleVersusFemale,MrSQM
3,0.1,top,0,0,0,5.365978119670453,4.396149305654526,0.9698288140159272,0.0,GunPointMaleVersusFemale,MrSQM
3,0.2,bottom,0,0,0,5.365978119670453,4.6561856401580455,0.7097924795124078,0.0,GunPointMaleVersusFemale,MrSQM
3,0.2,random,0,0,0,5.365978119670453,,1.4769227389714463,0.0,GunPointMaleVersusFemale,MrSQM
3,0.2,top,0,0,0,5.365978119670453,4.592065511438074,0.7739126082323793,0.0,GunPointMaleVersusFemale,MrSQM
4,0.05,bottom,0,0,0,3.988694981059433,4.051216261549039,-0.062521280489606,0.0,GunPointMaleVersusFemale,MrSQM
4,0.05,random,0,0,0,3.988694981059433,,0.1608424234154582,0.0,GunPointMaleVersusFemale,MrSQM
4,0.05,top,0,0,0,3.988694981059433,4.225700903050956,-0.237005921991523,0.0,GunPointMaleVersusFemale,MrSQM
4,0.1,bottom,0,0,0,3.988694981059433,4.087594887772336,-0.0988999067129032,0.0,GunPointMaleVersusFemale,MrSQM
4,0.1,random,0,0,0,3.988694981059433,,0.2578994374331049,0.0,GunPointMaleVersusFemale,MrSQM
4,0.1,top,0,0,0,3.988694981059433,4.063701340046282,-0.0750063589868492,0.0,GunPointMaleVersusFemale,MrSQM
4,0.2,bottom,0,0,0,3.988694981059433,3.660572559911123,0.3281224211483096,0.0,GunPointMaleVersusFemale,MrSQM
4,0.2,random,0,0,0,3.988694981059433,,1.4342076902824354,0.0,GunPointMaleVersusFemale,MrSQM
4,0.2,top,0,0,0,3.988694981059433,2.1956758819522406,1.793019099107192,0.0,GunPointMaleVersusFemale,MrSQM
5,0.05,bottom,0,0,0,5.312123014441059,5.108283216863285,0.2038397975777739,0.0,GunPointMaleVersusFemale,MrSQM
5,0.05,random,0,0,0,5.312123014441059,,1.1226255725677492,0.0,GunPointMaleVersusFemale,MrSQM
5,0.05,top,0,0,0,5.312123014441059,4.781269375790333,0.5308536386507257,0.0,GunPointMaleVersusFemale,MrSQM
5,0.1,bottom,0,0,0,5.312123014441059,4.937846059974157,0.374276954466902,0.0,GunPointMaleVersusFemale,MrSQM
5,0.1,random,0,0,0,5.312123014441059,,0.2241825970400714,0.0,GunPointMaleVersusFemale,MrSQM
5,0.1,top,0,0,0,5.312123014441059,3.718683132112576,1.5934398823284832,0.0,GunPointMaleVersusFemale,MrSQM
5,0.2,bottom,0,0,0,5.312123014441059,4.257781313963846,1.054341700477213,0.0,GunPointMaleVersusFemale,MrSQM
5,0.2,random,0,0,0,5.312123014441059,,2.686820001484007,0.0,GunPointMaleVersusFemale,MrSQM
5,0.2,top,0,0,0,5.312123014441059,2.6099902301301463,2.7021327843109124,0.0,GunPointMaleVersusFemale,MrSQM
6,0.05,bottom,0,0,0,4.818798438155863,4.934619416163082,-0.1158209780072194,0.0,GunPointMaleVersusFemale,MrSQM
6,0.05,random,0,0,0,4.818798438155863,,0.2355551857596432,0.0,GunPointMaleVersusFemale,MrSQM
6,0.05,top,0,0,0,4.818798438155863,3.607241758647764,1.211556679508099,0.0,GunPointMaleVersusFemale,MrSQM
6,0.1,bottom,0,0,0,4.818798438155863,5.511051297074362,-0.6922528589184989,0.0,GunPointMaleVersusFemale,MrSQM
6,0.1,random,0,0,0,4.818798438155863,,0.2639858772117578,0.0,GunPointMaleVersusFemale,MrSQM
6,0.1,top,0,0,0,4.818798438155863,3.1554055241734007,1.663392913982462,0.0,GunPointMaleVersusFemale,MrSQM
6,0.2,bottom,0,0,0,4.818798438155863,5.498465273419271,-0.6796668352634079,0.0,GunPointMaleVersusFemale,MrSQM
6,0.2,random,0,0,0,4.818798438155863,,0.8578545077056882,0.0,GunPointMaleVersusFemale,MrSQM
6,0.2,top,0,0,0,4.818798438155863,2.496525986184688,2.322272451971175,0.0,GunPointMaleVersusFemale,MrSQM
7,0.05,bottom,0,0,0,4.963941975447599,5.15962020133773,-0.1956782258901306,0.0,GunPointMaleVersusFemale,MrSQM
7,0.05,random,0,0,0,4.963941975447599,,0.9696372552223508,0.0,GunPointMaleVersusFemale,MrSQM
